ListingID,Neighborhood,PropertyType,Condition,SqFt,LotSqFt,Beds,Baths,YearBuilt,DistanceToCityMiles,SchoolRating,CrimeIndex,MortgageRatePct,TotalRooms,OnlineEstimateUSD,SalePriceUSD,PostSaleAppraisalUSD
500217,University,House,Good,2965,3305,3,5.0,2003,1.69,6.6,34.6,5.68,12.0,799574.0,809934.0,821788.0
500218,University,House,Excellent,2017,8997,2,2.5,1955,12.22,5.8,39.9,5.75,9.5,608898.0,579336.0,573607.0
500219,Downtown,Townhome,Good,1857,2646,4,2.0,2022,4.46,8.9,58.9,5.86,9.0,600503.0,620580.0,622154.0
500220,Rural,House,Good,2810,,3,1.5,2019,6.64,7.8,40.6,5.84,8.5,760876.0,695311.0,690264.0
500221,University,Condo,Excellent,2516,7049,2,3.0,1951,7.28,6.4,26.7,6.29,9.0,572876.0,565227.0,558273.0
500222,Suburb,House,Good,1793,,5,1.0,1979,4.46,3.8,34.3,6.91,11.0,402828.0,416480.0,417091.0
500223,Suburb,Townhome,Good,2198,14569,4,1.5,1999,17.19,5.7,24.7,5.47,9.5,506073.0,537013.0,537239.0
500224,Rural,House,Fair,1155,12990,4,2.5,1999,5.89,4.2,52.9,5.33,9.5,411322.0,387890.0,381454.0
500225,Rural,Townhome,Good,1433,,2,1.0,1988,9.96,8.8,18.8,5.15,7.0,450021.0,459256.0,458693.0
500226,Downtown,Condo,Good,450,24392,3,3.5,1970,1.1,7.3,59.6,6.92,10.5,348632.0,371313.0,372265.0
500227,Rural,Condo,,2643,3558,3,3.0,2021,6.01,5.9,20.0,7.05,11.0,719309.0,659366.0,654192.0
500228,Rural,House,Fair,616,,3,1.5,2002,6.9,6.6,45.3,5.33,7.5,208614.0,219516.0,212227.0
500229,University,Condo,Good,2293,13214,2,1.5,1965,6.99,10.0,22.6,5.28,8.5,725559.0,727480.0,726093.0
500230,University,House,Good,1310,1664,4,1.0,1983,5.36,8.8,39.9,6.33,10.0,460049.0,491987.0,500172.0
500231,Suburb,House,Good,1214,11854,3,1.0,1951,9.65,5.0,59.9,6.91,6.0,280428.0,287445.0,300259.0
500232,Rural,House,Fair,1723,6252,4,2.5,2010,17.99,6.8,61.4,6.86,9.5,427713.0,448784.0,451091.0
500233,University,House,Fair,2023,6439,3,2.5,1950,8.02,5.2,64.2,6.37,7.5,331404.0,381279.0,378388.0
500234,University,Condo,Excellent,2248,3406,4,2.5,1971,7.99,4.5,43.3,6.67,11.5,516946.0,530024.0,529869.0
500235,Downtown,Townhome,Good,3002,7931,3,2.5,1967,6.51,7.3,46.2,6.45,7.5,762860.0,777101.0,799091.0
500236,Downtown,House,Good,2083,3340,1,1.5,1975,23.75,10.0,48.1,5.92,5.5,587093.0,586615.0,597240.0
500237,Rural,House,Fair,2423,3635,3,,1984,18.31,9.3,53.8,7.4,8.5,486309.0,482765.0,472106.0
500238,Suburb,House,Fair,1461,4969,3,1.0,1997,12.09,7.1,38.6,6.26,9.0,343078.0,315857.0,315455.0
500239,Suburb,Condo,,2314,,4,2.0,1961,12.96,6.4,61.1,5.59,11.0,555794.0,538924.0,533075.0
500240,Waterfront,House,Good,1950,16701,3,3.5,1958,4.62,7.3,49.5,5.98,10.5,722988.0,770698.0,766735.0
500241,Suburb,House,Fair,1549,2929,3,3.0,1952,7.91,8.5,61.8,5.33,8.0,583558.0,615020.0,596007.0
500242,Suburb,Condo,Excellent,1788,,3,2.0,2024,10.05,4.9,51.8,6.27,10.0,529427.0,590992.0,591506.0
500243,Suburb,Condo,Excellent,1810,5376,4,2.0,1960,9.51,4.3,54.8,6.91,8.0,488986.0,494437.0,479148.0
500244,Rural,House,,1974,6514,3,3.5,1996,3.76,9.8,33.7,5.5,8.5,514291.0,581657.0,575142.0
500245,Downtown,House,Good,2111,10456,3,3.5,2017,4.22,7.4,38.4,6.93,8.5,595575.0,714030.0,731538.0
500246,Suburb,House,Fair,1519,10620,2,1.0,2023,11.85,9.4,25.2,7.51,8.0,424518.0,388428.0,400026.0
500247,Downtown,Townhome,Fair,1368,5420,4,2.0,1982,10.65,7.3,40.2,6.48,8.0,402376.0,480950.0,471239.0
500248,Rural,House,Good,2336,5162,3,2.5,1963,0.3,9.2,42.0,5.56,8.5,670680.0,677732.0,666140.0
500249,University,House,Excellent,747,6638,2,3.0,2000,9.35,6.1,57.1,5.74,7.0,386429.0,360905.0,350707.0
500250,Suburb,House,Fair,1448,10644,4,1.5,2003,16.3,7.7,25.7,6.06,7.5,463327.0,473779.0,452471.0
500251,Suburb,House,Good,2859,9878,2,2.5,1991,5.01,9.3,90.0,5.49,7.5,872426.0,733556.0,722568.0
500252,Suburb,House,Good,450,4768,4,2.0,1965,10.23,8.5,42.8,5.51,10.0,296492.0,296796.0,293921.0
500253,Suburb,House,Fair,1400,1889,4,4.0,2016,0.3,6.3,63.5,6.1,10.0,579913.0,581099.0,569356.0
500254,Suburb,Townhome,Fair,2297,23515,4,2.5,1956,13.71,8.3,60.2,6.15,8.5,675462.0,602059.0,610894.0
500255,Suburb,House,Good,777,11504,4,2.0,1987,2.25,6.0,6.8,6.62,10.0,446810.0,415030.0,414652.0
500256,Suburb,House,Good,3539,7612,3,2.0,1983,1.45,4.9,40.7,5.54,9.0,739430.0,836569.0,830710.0
500257,Downtown,House,Good,450,7973,3,3.0,1991,6.95,7.8,66.7,7.38,11.0,310323.0,342504.0,362688.0
500258,Rural,Townhome,Excellent,2784,,2,2.5,1985,22.76,9.1,8.2,6.89,8.5,678642.0,693232.0,701532.0
500259,Suburb,Condo,Fair,2862,3565,5,1.5,1984,5.22,8.3,56.1,6.79,8.5,696327.0,728307.0,729320.0
500260,Suburb,House,Good,2446,5324,4,2.5,1992,1.39,5.1,30.9,5.87,8.5,775485.0,793950.0,815270.0
500261,Downtown,Condo,Fair,1706,5688,5,1.0,1971,11.53,8.3,37.6,7.3,10.0,455888.0,511254.0,526474.0
500262,Rural,House,Good,2082,4467,3,1.5,1985,10.16,8.0,48.0,6.05,6.5,471512.0,465050.0,457211.0
500263,Downtown,Townhome,Fair,,2712,1,1.0,1999,18.57,6.3,16.6,7.35,7.0,491435.0,474996.0,478907.0
500264,Downtown,House,Fair,2376,5388,5,1.0,1964,1.35,3.3,47.5,6.9,8.0,629270.0,671253.0,666468.0
500265,Downtown,House,Good,1122,9187,3,1.5,2010,0.3,8.5,34.9,5.72,8.5,585337.0,615389.0,599196.0
500266,Downtown,Condo,Good,1672,4830,3,,2001,6.96,8.3,33.4,5.98,8.5,671914.0,663413.0,685320.0
500267,University,House,Good,2498,6586,3,2.5,1999,11.04,7.7,55.1,7.38,8.5,560664.0,532044.0,549409.0
500268,Suburb,Condo,Good,1126,1876,4,3.0,1970,10.92,4.4,90.0,6.86,11.0,236332.0,257643.0,243339.0
500269,Suburb,House,Good,1613,,4,2.0,2022,15.2,4.8,49.7,6.16,11.0,415588.0,425088.0,430932.0
500270,University,House,Fair,1957,6041,2,1.5,1972,0.3,8.5,52.9,6.38,8.5,567674.0,610061.0,591512.0
500271,Rural,House,Good,978,3115,4,3.0,2010,3.96,8.2,43.8,6.38,10.0,348041.0,338652.0,351153.0
500272,Suburb,Condo,Fair,2607,2303,3,1.0,2009,8.04,7.7,33.7,5.79,7.0,657019.0,638073.0,637687.0
500273,Suburb,House,Good,2072,8322,3,1.0,2025,13.76,6.6,48.5,6.14,6.0,556667.0,631646.0,628538.0
500274,University,Townhome,Good,865,3999,5,2.5,2001,11.62,7.6,67.4,5.86,9.5,351048.0,392769.0,407383.0
500275,Suburb,Townhome,Fair,1819,8713,4,2.5,2019,6.34,6.2,47.4,6.0,8.5,493559.0,514740.0,515073.0
500276,Rural,House,Fair,1346,5051,3,3.0,2005,2.81,6.5,57.9,6.54,10.0,432095.0,493835.0,491091.0
500277,Downtown,House,Good,1423,9447,1,2.0,1987,14.01,5.7,41.2,5.68,8.0,413905.0,410851.0,421528.0
500278,Rural,Townhome,Good,1900,5304,3,1.0,2020,14.41,7.4,82.4,6.69,9.0,464488.0,419710.0,416461.0
500279,Rural,House,Good,1389,2632,4,2.0,1995,24.78,6.4,19.8,6.32,11.0,368230.0,337193.0,347414.0
500280,University,House,Good,2477,6171,3,2.5,2014,7.77,8.4,53.3,6.72,9.5,741779.0,685988.0,686235.0
500281,Rural,House,Fair,1392,5338,2,,1953,18.37,8.1,52.7,6.79,7.5,268475.0,251122.0,260814.0
500282,Suburb,House,Good,2488,,2,1.5,1966,1.71,5.8,48.5,7.01,6.5,592767.0,577618.0,585033.0
500283,Downtown,House,Good,1822,4960,2,1.0,1981,5.62,9.7,27.8,6.63,5.0,551548.0,638563.0,647851.0
500284,Suburb,Condo,Excellent,2406,5134,3,1.0,2024,4.84,5.3,27.5,6.68,7.0,541365.0,592078.0,580759.0
500285,Rural,Townhome,Fair,1498,10889,4,3.0,1987,6.09,7.7,41.0,6.15,9.0,445897.0,474876.0,496688.0
500286,Suburb,Condo,Excellent,1522,13087,4,2.5,1989,3.67,8.6,46.0,6.6,10.5,560202.0,560837.0,559210.0
500287,Suburb,House,Excellent,1101,,2,1.0,1968,5.63,8.9,26.3,5.72,6.0,457414.0,572276.0,592718.0
500288,Suburb,House,Good,2226,12115,3,1.5,1992,8.5,3.7,28.5,6.11,9.5,617700.0,572471.0,565851.0
500289,Rural,House,Good,2460,8536,4,1.5,2024,6.18,8.5,52.9,6.71,9.5,599454.0,582167.0,579257.0
500290,University,Townhome,Excellent,3227,10319,3,,1971,12.7,8.8,60.0,6.23,7.5,778475.0,826420.0,823631.0
500291,Downtown,House,Good,2689,11009,3,1.0,2016,8.33,9.1,36.1,6.53,7.0,840183.0,845620.0,859136.0
500292,Suburb,House,Good,2012,8282,5,2.0,1979,8.81,3.7,34.0,5.62,11.0,448063.0,461637.0,456963.0
500293,University,Townhome,Good,1713,,3,1.0,1993,17.49,6.0,33.6,7.08,6.0,417026.0,423272.0,428287.0
500294,Rural,House,Excellent,2103,7079,4,1.0,1992,10.67,6.9,81.7,5.91,10.0,591901.0,566387.0,548601.0
500295,Rural,House,Fair,1832,27515,3,2.5,2016,9.73,6.3,51.8,6.49,9.5,351948.0,387303.0,382022.0
500296,Waterfront,House,Good,2801,6554,3,3.0,1952,8.71,9.0,43.5,6.24,11.0,848857.0,882118.0,884926.0
500297,Waterfront,House,Fair,2464,5639,1,1.0,1951,9.19,6.0,59.6,6.82,7.0,771196.0,734339.0,733326.0
500298,University,Townhome,Excellent,1306,5224,3,1.5,2004,12.19,8.8,78.9,6.03,7.5,422542.0,399813.0,378482.0
500299,Rural,House,Good,1403,6371,4,3.0,1980,4.11,7.8,62.0,5.66,9.0,364581.0,425858.0,431851.0
500300,Suburb,House,Fair,2739,7526,5,2.0,1976,15.55,4.8,23.0,5.12,10.0,698761.0,767889.0,757001.0
500301,Rural,House,Good,2050,3297,4,,2018,18.06,5.5,43.2,6.07,9.5,385556.0,413122.0,435682.0
500302,Suburb,Condo,Good,1699,1981,4,2.5,2002,15.61,6.3,38.4,5.54,8.5,350255.0,449658.0,447692.0
500303,Rural,House,Fair,2621,7760,3,2.5,1951,5.93,7.1,39.3,6.58,7.5,463502.0,457539.0,483801.0
500304,Rural,Townhome,Good,1598,2480,3,3.0,2005,0.3,8.5,26.2,7.12,8.0,432371.0,454919.0,462806.0
500305,Rural,Townhome,Good,1668,7592,3,3.0,1992,6.26,6.7,38.6,4.92,9.0,366432.0,456221.0,461761.0
500306,Suburb,Townhome,Good,1550,7072,4,1.5,1997,9.73,8.4,28.2,5.48,9.5,606655.0,645679.0,640378.0
500307,Suburb,House,Good,575,12982,2,2.0,1960,13.69,4.6,49.5,6.44,6.0,289161.0,293277.0,292161.0
500308,Suburb,House,Excellent,2412,17706,4,2.0,1955,7.75,2.4,45.1,7.0,9.0,488067.0,555161.0,560618.0
500309,Downtown,House,Good,1064,8104,2,1.0,1983,7.04,6.5,23.2,6.44,8.0,579715.0,564544.0,542308.0
500310,University,Townhome,Good,1480,4662,1,1.5,1992,17.76,7.7,18.8,6.45,7.5,469613.0,462216.0,473934.0
500311,Suburb,Condo,Fair,1366,3212,2,3.0,2000,4.89,6.5,37.2,6.56,10.0,473584.0,420809.0,407528.0
500312,Suburb,House,Fair,2323,4042,2,1.0,1976,15.09,5.5,54.2,6.6,6.0,443717.0,530367.0,527616.0
500313,Suburb,Condo,,1805,6658,2,3.0,1960,14.14,7.6,51.9,7.25,9.0,594071.0,520222.0,488880.0
500314,Rural,Townhome,Good,1860,1878,4,2.5,2004,1.01,9.9,43.4,6.63,11.5,448512.0,530008.0,535489.0
500315,Suburb,Townhome,Excellent,758,6800,3,2.0,2013,10.46,6.8,5.0,5.51,9.0,370449.0,363030.0,371884.0
500316,University,Condo,Good,1793,6453,3,2.5,2004,5.55,5.9,37.0,5.97,8.5,489570.0,483449.0,486953.0
500317,University,Condo,Good,890,9568,4,2.5,1964,3.25,5.7,33.3,6.38,8.5,327208.0,360667.0,364621.0
500318,Suburb,Condo,Good,2050,5318,4,3.0,1988,0.3,9.9,39.4,5.77,12.0,648078.0,669402.0,665333.0
500319,Downtown,House,Good,2088,6910,3,2.0,2024,0.3,6.9,26.1,6.1,10.0,705093.0,680393.0,682380.0
500320,Rural,House,Good,1839,4179,5,2.0,2005,11.26,7.9,37.9,5.94,10.0,502812.0,578366.0,592571.0
500321,Waterfront,Condo,Good,3178,4920,4,2.0,1977,6.54,8.8,34.4,5.83,10.0,941450.0,974277.0,969579.0
500322,Downtown,House,Good,2193,2243,3,3.5,1960,10.43,8.6,85.2,6.67,8.5,666758.0,649625.0,655661.0
500323,Rural,House,Good,2237,7001,4,3.0,1983,2.58,5.6,55.0,6.02,10.0,561592.0,558379.0,567019.0
500324,University,Townhome,,1943,16462,2,1.5,2012,6.94,8.4,41.5,5.6,5.5,537828.0,572233.0,569741.0
500325,Waterfront,House,Fair,1725,,2,2.0,1970,7.23,8.3,43.7,5.83,6.0,562194.0,616880.0,619857.0
500326,Downtown,House,Fair,2478,8095,3,1.5,2023,0.3,7.7,42.6,6.28,7.5,737399.0,738455.0,741209.0
500327,Downtown,Townhome,Fair,2566,3607,4,2.0,1992,0.3,8.5,47.2,7.53,10.0,692746.0,676786.0,671276.0
500328,Waterfront,House,Excellent,1004,15342,3,2.5,2018,11.41,6.2,38.3,6.41,7.5,503985.0,492215.0,520612.0
500329,Downtown,Townhome,Good,,4102,3,4.0,1965,9.69,6.9,44.1,7.15,9.0,653994.0,678749.0,673954.0
500330,Downtown,Townhome,Good,2184,10516,4,1.0,2011,3.34,6.2,59.8,6.55,10.0,620753.0,642622.0,662671.0
500331,Suburb,House,Good,2474,6932,5,3.0,1967,8.23,8.1,56.9,4.96,10.0,645406.0,759178.0,771792.0
500332,Suburb,House,Fair,2153,3656,4,2.5,1980,12.72,6.0,49.0,6.49,11.5,584962.0,544516.0,521159.0
500333,Rural,House,Good,1041,12039,4,1.5,1964,19.59,7.6,64.4,5.74,7.5,183430.0,219218.0,222352.0
500334,Suburb,Townhome,Excellent,1088,6560,3,2.0,2020,3.61,5.4,47.8,5.44,10.0,456357.0,450024.0,462202.0
500335,University,House,Good,3036,7236,3,2.0,1992,12.45,6.8,29.6,5.61,10.0,618164.0,625292.0,634968.0
500336,Suburb,House,Good,2014,8526,4,2.0,1992,21.28,6.5,18.1,7.34,8.0,455423.0,454358.0,444096.0
500337,Rural,Townhome,Good,929,6417,3,3.0,1957,9.21,6.8,33.9,5.3,8.0,395512.0,409968.0,413190.0
500338,Downtown,House,Fair,2076,5179,3,1.0,1966,17.45,7.2,43.5,5.88,9.0,712635.0,622307.0,608615.0
500339,Suburb,Condo,Good,1615,,5,3.0,1983,0.3,6.7,50.4,6.96,10.0,586225.0,568283.0,556439.0
500340,,Condo,Good,652,5099,3,2.0,1991,17.34,6.7,60.6,6.66,10.0,300651.0,298024.0,295459.0
500341,Suburb,House,Good,450,6760,2,3.5,1957,8.76,3.9,35.8,5.22,9.5,314980.0,317690.0,320091.0
500342,Suburb,House,Good,808,4354,4,2.5,2014,0.3,8.7,32.3,6.19,11.5,493775.0,499586.0,518440.0
500343,Rural,House,Good,,2658,5,3.0,1988,13.41,6.1,56.0,5.94,11.0,409233.0,409603.0,413972.0
500344,Suburb,House,Good,1819,4340,3,2.5,2001,15.0,6.6,62.1,6.14,9.5,384436.0,450229.0,462749.0
500345,Downtown,House,Good,1688,4829,4,3.0,1951,15.93,5.8,37.2,6.71,12.0,569312.0,560401.0,546670.0
500346,Waterfront,Condo,Good,2035,6558,3,2.0,2013,15.88,8.5,49.5,5.91,7.0,813941.0,789653.0,776429.0
500347,University,Condo,Good,2241,13229,3,1.5,1961,8.65,5.6,65.1,6.06,6.5,564990.0,529336.0,523901.0
500348,University,House,Good,483,2359,3,2.5,1952,4.43,7.8,49.2,7.14,8.5,273217.0,249403.0,269976.0
500349,Suburb,House,Good,1654,7021,3,2.5,1991,6.11,8.8,43.6,5.14,9.5,510236.0,577431.0,562078.0
500350,Suburb,House,Excellent,1312,1724,5,4.0,2023,8.62,9.5,13.1,6.03,12.0,620584.0,596960.0,578766.0
500351,Suburb,Townhome,Good,1048,3470,2,1.0,2025,11.21,8.8,64.3,6.54,8.0,286034.0,307603.0,306923.0
500352,Downtown,House,Good,1494,4795,5,2.0,2020,5.99,7.9,54.1,5.5,9.0,438718.0,494096.0,508132.0
500353,Downtown,House,Good,1770,1682,2,3.0,1982,9.11,5.2,46.3,5.87,9.0,466207.0,568571.0,549808.0
500354,Suburb,House,Excellent,1677,2132,3,1.0,1988,13.98,8.9,37.4,5.46,6.0,519628.0,554064.0,551318.0
500355,Downtown,Townhome,Good,904,7129,4,2.0,1981,10.74,8.8,25.6,6.35,10.0,387200.0,448675.0,433077.0
500356,Downtown,House,Excellent,1536,6810,4,4.0,2020,22.32,8.3,42.9,5.88,13.0,692410.0,682371.0,699423.0
500357,,House,Excellent,3160,6071,3,3.5,2021,21.52,8.2,42.8,6.73,8.5,795667.0,802063.0,810310.0
500358,Suburb,House,Good,1165,4013,2,1.5,1963,2.07,7.1,60.9,6.87,6.5,446428.0,349130.0,352509.0
500359,Suburb,Condo,Excellent,,23675,4,3.5,1990,5.48,6.2,26.2,6.28,12.5,457032.0,491883.0,491515.0
500360,Rural,Townhome,Good,2029,5901,2,3.0,1977,1.12,8.6,66.1,6.03,9.0,486471.0,468180.0,465623.0
500361,Suburb,Condo,Good,2238,3875,6,3.0,2007,1.97,8.9,44.9,6.41,13.0,797994.0,752359.0,754149.0
500362,Suburb,House,Fair,2152,17794,3,2.5,1962,12.04,5.5,62.3,6.29,7.5,552317.0,520620.0,513255.0
500363,Suburb,House,Excellent,1122,9397,3,2.5,1982,2.98,8.4,29.8,5.52,9.5,527960.0,558358.0,548249.0
500364,Suburb,Condo,Excellent,2499,5203,2,1.5,2000,2.66,7.4,49.6,6.9,8.5,739837.0,715908.0,703135.0
500365,Rural,Townhome,Fair,1340,13295,3,2.0,2019,7.24,8.3,62.8,6.39,7.0,378774.0,454658.0,454973.0
500366,,House,Fair,1112,7141,2,3.0,2019,13.54,7.4,46.1,6.73,10.0,320898.0,340474.0,331371.0
500367,Suburb,Condo,Good,1454,9561,4,2.5,2007,6.73,8.7,22.3,5.43,9.5,521760.0,513364.0,523723.0
500368,University,House,Good,1779,7483,3,3.5,2020,6.72,8.5,39.4,6.78,8.5,640986.0,688415.0,664079.0
500369,University,House,Fair,2314,3507,4,2.0,1958,14.23,8.3,52.4,7.53,8.0,397373.0,504846.0,511632.0
500370,Downtown,House,Excellent,2255,11641,3,1.0,1956,11.6,5.0,23.4,6.63,6.0,711380.0,748892.0,755279.0
500371,Downtown,House,Good,1835,7157,3,2.0,1981,11.51,8.2,22.7,5.38,7.0,592494.0,608449.0,622794.0
500372,Downtown,Townhome,Excellent,2456,3547,4,2.5,2008,14.41,7.1,47.9,6.28,10.5,708114.0,745205.0,742426.0
500373,Waterfront,Condo,Good,1903,4113,2,2.5,1959,2.86,5.3,30.1,6.22,9.5,630407.0,665956.0,648605.0
500374,Waterfront,House,Good,2432,11531,1,2.0,1992,10.09,8.1,54.6,6.39,5.0,794847.0,858178.0,847560.0
500375,Suburb,Condo,Good,,5208,4,1.5,2018,5.09,5.0,26.7,6.11,10.5,424473.0,373791.0,387151.0
500376,Waterfront,House,Fair,827,6684,2,3.5,1966,14.87,8.4,16.8,6.55,7.5,496056.0,438911.0,435505.0
500377,,House,Fair,2354,9626,3,1.5,1979,13.63,9.6,32.7,5.97,8.5,691827.0,711196.0,706533.0
500378,Suburb,House,Good,946,7020,4,2.5,2018,2.67,6.3,66.8,6.39,8.5,382210.0,424935.0,418261.0
500379,Suburb,House,Good,1654,2601,2,2.0,2005,16.71,8.4,31.4,5.84,6.0,370641.0,401225.0,400616.0
500380,University,House,Excellent,1786,9528,4,1.0,1990,1.94,7.7,44.3,6.31,7.0,551226.0,603601.0,601087.0
500381,Downtown,House,Good,,11414,3,3.5,1955,15.72,8.0,48.1,6.86,9.5,394091.0,443431.0,425397.0
500382,Suburb,House,Excellent,1555,10933,5,1.0,1953,10.03,5.0,30.1,5.96,11.0,417797.0,466119.0,459287.0
500383,Suburb,House,Good,2755,17148,5,1.5,1987,3.69,7.9,60.8,6.66,8.5,645390.0,707259.0,719152.0
500384,Downtown,House,Excellent,450,8088,3,2.5,1978,2.23,7.2,47.1,5.72,10.5,465959.0,433437.0,450478.0
500385,Suburb,Condo,Excellent,2425,10361,3,2.0,1954,7.03,8.1,51.1,6.03,10.0,606102.0,689974.0,688684.0
500386,Suburb,Condo,Fair,3342,16867,2,3.0,2001,8.68,7.0,19.1,6.11,9.0,846272.0,771672.0,765777.0
500387,University,House,Excellent,1865,5460,3,2.0,2025,4.63,8.7,18.1,7.01,7.0,483137.0,540623.0,556592.0
500388,Rural,House,Good,1838,18423,4,2.0,2014,12.15,7.4,5.0,5.79,9.0,530141.0,536419.0,534484.0
500389,University,Townhome,Good,2322,18404,2,4.0,1976,0.56,8.0,41.6,6.99,9.0,706662.0,717539.0,703926.0
500390,Rural,House,Excellent,3039,10398,4,2.0,1965,8.78,9.1,41.0,5.37,11.0,720172.0,735214.0,733872.0
500391,Rural,House,Good,1078,19602,2,,1976,8.83,7.3,55.3,6.16,9.0,353141.0,376719.0,384962.0
500392,University,House,Good,1907,10837,2,1.5,1994,0.3,8.5,66.7,6.8,7.5,546740.0,587433.0,605757.0
500393,Rural,Condo,Good,1729,3832,1,1.5,2009,10.65,7.4,40.6,6.67,7.5,349893.0,383658.0,378100.0
500394,Rural,Townhome,Excellent,2214,,5,2.5,1956,1.37,7.8,40.4,5.64,9.5,669755.0,703037.0,709462.0
500395,Suburb,House,,,7906,3,2.5,1993,0.3,6.3,51.2,5.51,10.5,655709.0,635618.0,631887.0
500396,Downtown,Townhome,Fair,2279,,3,2.0,2019,5.2,8.2,67.4,6.78,7.0,551739.0,613822.0,627264.0
500397,Rural,Condo,Good,1576,7132,3,1.5,1989,7.47,8.9,32.1,5.49,7.5,337953.0,425359.0,428495.0
500398,Downtown,Condo,Good,1882,14696,4,2.5,1950,14.16,6.9,53.8,6.6,10.5,532857.0,543376.0,546558.0
500399,University,Condo,Fair,1414,9054,1,1.0,1961,5.95,8.2,40.7,5.94,4.0,432805.0,470175.0,458814.0
500400,Suburb,Townhome,Fair,1418,4282,3,2.0,2023,17.52,7.7,39.4,6.24,9.0,367582.0,367906.0,364294.0
500401,Suburb,House,Good,1758,8700,5,2.0,1997,17.32,5.4,56.7,7.65,12.0,463195.0,499300.0,495635.0
500402,Waterfront,Condo,Good,1758,10068,3,1.5,1992,15.28,7.6,32.6,7.19,7.5,429872.0,516338.0,474413.0
500403,Downtown,House,Fair,1088,4206,3,2.5,1993,16.64,9.0,28.4,6.76,10.5,420953.0,384114.0,394228.0
500404,Suburb,House,Fair,2871,5009,4,1.5,2007,10.89,6.3,54.4,5.42,9.5,591469.0,641045.0,641041.0
500405,Downtown,Condo,Good,1762,5165,2,1.5,1982,5.53,4.4,44.1,6.44,6.5,634220.0,605149.0,602833.0
500406,Waterfront,House,Good,951,4515,3,3.5,2000,12.65,7.3,40.5,6.28,8.5,493141.0,510090.0,505986.0
500407,Suburb,House,Fair,2566,8013,4,3.0,1982,14.54,6.1,42.4,6.19,12.0,697800.0,665469.0,665880.0
500408,University,Condo,Good,1364,11971,3,3.0,1988,10.23,9.9,51.9,7.06,10.0,337404.0,330523.0,333450.0
500409,Suburb,Condo,Good,2180,20231,4,,1973,7.37,7.0,38.9,5.21,10.0,606961.0,644825.0,629675.0
500410,University,Condo,Fair,1839,13311,3,3.0,1983,0.3,7.0,55.9,6.44,8.0,529398.0,552594.0,554158.0
500411,Rural,House,Good,2013,,4,3.0,1955,12.82,6.1,50.7,6.33,12.0,505153.0,470373.0,471805.0
500412,Rural,Condo,Excellent,1961,,3,3.0,1965,10.9,7.4,66.7,5.79,11.0,370834.0,376473.0,376902.0
500413,Waterfront,House,Excellent,1476,14483,5,4.0,1951,1.12,6.2,63.5,7.3,12.0,627039.0,715881.0,698636.0
500414,Suburb,Condo,Excellent,1877,5185,4,2.0,1971,9.41,5.7,57.3,5.48,11.0,573272.0,608115.0,606588.0
500415,Suburb,House,Fair,3172,9855,3,2.5,1968,13.09,7.0,41.4,6.27,8.5,813402.0,793672.0,778796.0
500416,Rural,House,,450,,1,2.0,1957,8.17,5.9,46.2,6.3,6.0,185370.0,204548.0,208722.0
500417,University,House,Good,1893,6015,4,1.0,2024,13.45,9.0,35.6,4.92,9.0,526682.0,502801.0,518266.0
500418,Suburb,House,Fair,2133,4947,4,1.0,1970,13.28,5.3,87.3,5.38,10.0,518848.0,459771.0,470037.0
500419,Rural,Condo,Good,1166,4800,2,2.0,2004,0.3,6.9,41.1,5.66,8.0,443674.0,456681.0,452816.0
500420,Suburb,House,Excellent,959,5535,1,2.5,1999,7.04,6.0,52.8,6.73,7.5,381781.0,359363.0,353146.0
500421,Suburb,Condo,Excellent,3253,3099,2,1.5,1957,11.69,5.0,64.9,6.82,7.5,690309.0,730847.0,724338.0
500422,Rural,House,Good,1609,,4,3.0,1991,14.24,9.5,24.0,6.61,11.0,426515.0,467076.0,471249.0
500423,Downtown,House,Fair,3201,6415,2,3.0,1996,17.16,4.0,32.1,6.39,9.0,660602.0,743652.0,735980.0
500424,Rural,House,Excellent,2198,6927,3,2.0,1993,0.3,9.2,38.6,4.91,9.0,750816.0,766739.0,760586.0
500425,Downtown,Condo,Excellent,1899,7965,3,3.5,2000,8.43,5.0,29.6,6.38,8.5,575442.0,605585.0,576413.0
500426,Waterfront,Townhome,Good,2159,10042,4,3.5,1990,13.05,7.2,25.5,5.94,11.5,1020819.0,977228.0,967398.0
500427,Suburb,Townhome,Fair,2263,4557,3,2.5,2015,16.07,10.0,36.7,6.96,7.5,570759.0,590577.0,581523.0
500428,Suburb,House,Good,2617,,3,1.5,2021,18.81,3.9,63.9,7.07,9.5,533230.0,554865.0,548664.0
500429,Rural,Condo,Good,2133,2476,3,3.5,2003,3.28,5.0,55.4,7.61,11.5,364322.0,444430.0,458692.0
500430,Suburb,House,Good,1944,1716,5,2.0,2014,6.61,9.0,45.0,6.68,12.0,599462.0,613704.0,597955.0
500431,Rural,Condo,Good,1965,2029,4,2.0,1979,2.58,7.3,44.9,6.74,11.0,453725.0,487167.0,471737.0
500432,Downtown,House,Fair,2729,16345,3,2.5,1970,13.66,6.2,19.6,5.62,7.5,610310.0,655919.0,663014.0
500433,Suburb,House,Good,,2173,2,,2017,0.98,7.0,55.0,6.3,6.0,591479.0,579163.0,567789.0
500434,Suburb,House,Fair,1199,8629,2,3.0,1992,15.83,5.6,50.9,5.5,7.0,349490.0,388073.0,386244.0
